,SAMPLE,SERIAL,PERNUM,wage,sex,age,bpl,hisp,speakeng,asian,black,white,unempl,typhrs,degr,edu,grad,opl,inclvl,natage,yrusa,ageimmig,selfemp
49011,202201,167679,1,102000,1,49,200,1,4,1,0,0,0,40,0,12,0,1,1,1,48,1,0
49014,202201,167690,2,38000,1,48,210,1,6,0,0,0,0,40,1,16,0,1,1,5,32,16,0
49034,202201,167738,1,75000,0,56,200,0,4,0,0,0,0,43,0,13,0,1,1,11,49,7,0
49036,202201,167741,1,91000,1,33,465,1,4,0,0,1,0,45,1,16,0,1,1,17,23,10,0
49051,202201,167764,3,10000,1,23,200,1,3,0,0,1,0,50,0,13,0,1,1,13,19,4,0
49058,202201,167771,1,80000,0,35,200,0,4,0,0,1,0,40,0,13,0,1,1,12,19,16,0
49068,202201,167779,2,45000,0,43,200,0,4,0,0,0,0,40,0,12,0,1,1,17,32,11,0
49083,202201,167811,1,70000,1,42,515,1,4,1,0,0,0,45,1,16,0,1,1,15,25,17,0
49102,202201,167858,1,400000,0,53,502,0,4,1,0,0,0,40,1,16,0,1,0,34,41,12,0
49103,202201,167858,2,40000,1,52,502,1,4,1,0,0,0,40,1,18,1,1,0,35,43,9,0
49118,202201,167876,3,14000,1,24,200,1,4,0,0,1,0,35,0,14,0,1,1,4,16,8,0
49122,202201,167879,2,32000,1,53,515,1,5,1,0,0,0,32,1,16,0,1,1,34,41,12,0
49136,202201,167897,2,0,1,45,522,1,4,0,0,1,1,0,1,16,0,1,1,28,42,3,0
49141,202201,167912,1,160000,0,54,537,0,4,0,0,1,0,40,0,12,0,1,1,30,37,17,1
49153,202201,167950,1,28000,1,23,465,1,4,0,0,0,0,35,1,16,0,1,1,7,16,7,0
49156,202201,167967,2,72000,1,41,210,1,4,0,0,0,0,40,1,16,0,1,1,23,34,7,0
49168,202201,168005,1,687000,0,57,410,0,3,0,0,1,0,50,0,12,0,0,0,46,52,5,1
49169,202201,168006,1,70000,0,38,200,0,5,0,0,0,0,40,0,12,0,1,1,1,23,15,0
49170,202201,168007,1,300000,1,46,522,1,4,0,0,1,0,40,1,20,1,1,1,32,31,15,1
49174,202201,168015,1,102000,0,79,537,0,4,0,0,1,0,40,0,12,0,1,1,57,68,11,0
49175,202201,168016,1,80000,1,41,517,1,3,1,0,0,0,40,1,16,0,1,1,30,40,1,0
49176,202201,168016,2,145000,0,39,500,0,3,1,0,0,0,40,1,16,0,1,1,28,37,2,0
49180,202201,168022,1,113000,1,42,500,1,3,1,0,0,0,40,1,16,0,1,1,17,42,0,0
49184,202201,168025,1,68000,0,55,200,0,5,0,0,0,0,40,0,12,0,1,1,15,54,1,0
49185,202201,168025,2,38000,1,55,200,1,4,0,0,0,0,40,1,16,0,1,1,22,42,13,0
49187,202201,168026,1,28700,1,50,515,1,3,1,0,0,0,37,0,13,0,1,1,31,37,13,0
49195,202201,168032,2,13000,1,19,200,1,4,0,0,0,0,25,0,13,0,1,1,17,7,12,0
49198,202201,168032,8,89000,0,46,200,0,1,0,0,0,0,60,0,12,0,1,1,27,45,1,0
49203,202201,168045,2,125000,0,56,515,0,3,1,0,0,0,36,1,16,0,1,1,39,46,10,0
49210,202201,168057,2,49000,0,48,200,0,4,0,0,0,0,40,0,11,0,1,1,29,47,1,0
49225,202201,168099,2,50000,1,25,500,1,3,1,0,0,0,36,1,16,0,1,1,8,13,12,0
49231,202201,168108,1,23800,1,57,200,1,6,0,0,0,0,40,0,0,0,1,1,10,41,16,0
49236,202201,168113,1,45000,1,58,425,1,4,0,0,1,0,48,0,12,0,1,0,46,57,1,0
49238,202201,168120,1,80000,1,37,502,1,4,1,0,0,0,40,1,18,1,1,0,12,32,5,0
49244,202201,168128,2,20000,1,26,532,1,4,0,0,1,0,20,0,13,0,1,1,9,13,13,0
49245,202201,168130,1,54000,1,51,511,1,4,1,0,0,0,38,1,16,0,1,1,34,35,16,0
49249,202201,168136,2,0,0,22,413,0,3,0,1,1,1,0,0,14,0,0,0,0,11,11,0
49250,202201,168137,1,105000,0,42,532,0,4,0,0,1,0,40,1,16,0,1,1,17,29,13,0
49251,202201,168137,2,100000,1,38,532,1,4,0,0,1,0,40,1,20,1,1,1,13,21,17,0
49264,202201,168160,2,46000,1,29,465,1,4,0,0,1,0,40,1,20,1,1,1,10,20,9,0
49268,202201,168171,3,10700,0,32,500,0,5,1,0,0,1,12,0,12,0,1,1,11,17,15,0
49270,202201,168173,2,55000,0,54,200,0,1,0,0,1,0,48,0,12,0,1,1,22,43,11,0
49271,202201,168173,3,62000,0,30,200,0,4,0,0,1,0,40,0,12,0,1,1,5,21,9,0
49283,202201,168202,2,20000,1,51,200,1,6,0,0,0,0,40,0,6,0,1,1,19,36,15,0
49286,202201,168218,2,150000,0,45,200,0,4,0,0,1,0,40,0,12,0,1,1,12,35,10,0
49287,202201,168225,2,200,0,62,200,0,3,0,0,0,0,6,0,3,0,1,1,29,47,15,0
49296,202201,168235,2,60000,1,61,200,1,4,0,0,1,0,40,0,13,0,1,1,42,60,1,0
49301,202201,168240,1,100000,0,56,200,0,4,0,0,1,0,10,0,12,0,1,1,27,56,0,0
49305,202201,168246,1,77000,1,61,500,1,5,1,0,0,0,40,1,16,0,1,1,16,45,16,0
49312,202201,168267,1,3000,0,22,500,0,4,1,0,0,0,4,1,16,0,1,1,7,19,3,0
49325,202201,168294,2,150000,1,46,512,1,5,1,0,0,0,60,1,18,1,1,1,1,29,17,0
49329,202201,168304,1,80000,0,32,300,0,4,0,0,0,0,60,1,16,0,1,1,1,18,14,0
49331,202201,168316,1,120000,0,62,200,0,4,0,0,1,0,45,1,16,0,1,1,27,57,5,0
49332,202201,168319,1,105000,1,58,511,1,5,1,0,0,0,40,0,13,0,1,1,26,46,12,0
49340,202201,168326,1,40000,1,57,515,1,4,1,0,0,0,30,0,12,0,1,1,47,47,10,0
49341,202201,168326,2,0,0,56,515,0,3,1,0,0,0,35,0,14,0,1,1,49,49,7,1
49351,202201,168355,1,0,1,40,200,1,4,0,0,1,0,55,0,14,0,1,1,6,32,8,1
49358,202201,168359,1,92000,1,66,434,1,3,0,0,1,0,40,0,12,0,1,0,43,61,5,0
49359,202201,168359,2,42000,0,69,434,0,3,0,0,1,0,40,0,12,0,1,0,49,60,9,0
49374,202201,168389,1,180000,1,43,502,1,3,1,0,0,0,60,1,18,1,1,0,41,40,3,0
49384,202201,168411,1,200000,0,59,522,0,4,0,0,1,0,40,1,18,1,1,1,30,42,17,0
49387,202201,168422,2,45000,0,32,200,0,4,0,0,0,0,40,0,12,0,1,1,18,17,15,0
49389,202201,168430,1,125000,0,49,210,0,4,0,0,0,0,60,1,18,1,1,1,15,34,15,0
49391,202201,168437,2,28000,1,35,200,1,4,0,0,0,0,42,0,12,0,1,1,0,30,5,0
49395,202201,168446,1,100000,1,34,500,1,4,1,0,0,0,35,1,16,0,1,1,10,22,12,0
49400,202201,168451,2,23000,1,65,210,1,4,0,0,1,0,10,0,12,0,1,1,26,53,12,0
49401,202201,168451,3,25000,0,61,210,0,4,0,0,1,0,40,1,18,1,1,1,35,48,13,0
49405,202201,168455,1,170000,0,48,410,0,3,1,0,0,0,40,1,18,1,0,0,27,42,6,0
49408,202201,168461,2,42000,0,48,500,0,4,1,0,0,0,40,1,16,0,1,1,30,39,9,0
49447,202201,168519,1,0,1,34,502,1,4,1,0,0,0,30,0,12,0,1,0,5,30,4,1
49448,202201,168519,2,102000,0,37,300,0,4,1,0,0,0,40,0,13,0,1,1,12,31,6,0
49464,202201,168558,1,40000,0,45,210,0,4,0,0,0,0,40,0,12,0,1,1,10,31,14,0
49465,202201,168558,2,60000,1,44,210,1,4,0,0,0,0,30,0,12,0,1,1,20,32,12,0
49469,202201,168565,3,0,1,59,200,1,6,0,0,0,0,40,0,12,0,1,1,27,43,16,1
49472,202201,168569,2,2500,0,70,200,0,4,0,0,1,0,10,0,12,0,1,1,52,60,10,0
49473,202201,168574,2,140000,0,33,250,0,3,0,0,1,0,60,1,16,0,1,1,12,31,2,0
49474,202201,168575,1,45000,0,57,300,0,5,0,0,0,0,40,0,12,0,1,1,24,47,10,0
49475,202201,168575,2,27000,1,58,300,1,4,0,0,0,0,40,0,9,0,1,1,27,42,16,0
49476,202201,168575,3,26700,1,35,200,1,5,0,0,0,0,25,0,13,0,1,1,24,32,3,0
49477,202201,168575,4,60000,0,35,200,0,4,0,0,0,0,40,0,13,0,1,1,7,23,12,0
49478,202201,168575,11,36000,0,31,300,0,4,0,0,0,0,40,0,12,0,1,1,20,28,3,0
49481,202201,168579,2,50000,1,34,200,1,3,0,0,1,0,40,0,12,0,1,1,4,21,13,0
49482,202201,168583,1,52000,1,55,200,1,4,0,0,0,0,40,0,8,0,1,1,20,49,6,0
49487,202201,168587,1,42200,1,45,452,1,3,0,0,1,0,40,1,16,0,1,1,33,39,6,0
49493,202201,168599,2,62000,1,66,200,1,4,0,0,0,0,40,0,12,0,1,1,39,52,14,0
49499,202201,168613,1,75000,0,39,150,0,3,0,0,1,0,50,0,14,0,1,1,34,34,5,0
49507,202201,168636,1,25000,0,38,413,0,3,1,0,0,0,45,1,18,1,0,0,24,36,2,0
49508,202201,168638,1,75000,1,42,200,1,3,0,0,0,0,40,0,14,0,1,1,23,42,0,0
49513,202201,168643,1,35000,1,40,465,1,4,0,0,1,0,40,1,16,0,1,1,22,26,14,0
49515,202201,168647,1,42000,1,53,200,1,5,0,0,1,0,40,0,12,0,1,1,14,38,15,0
49523,202201,168660,2,250000,0,58,425,0,3,0,0,1,0,45,1,16,0,1,0,35,50,8,0
49525,202201,168675,1,74000,0,52,200,0,4,0,0,1,0,59,0,12,0,1,1,17,35,17,0
49535,202201,168686,1,0,1,26,500,1,5,1,0,0,0,24,1,16,0,1,1,17,21,5,1
49540,202201,168690,3,61000,0,43,515,0,3,1,0,0,0,40,1,16,0,1,1,34,36,7,0
49544,202201,168692,2,72000,0,57,500,0,4,1,0,0,0,45,0,14,0,1,1,34,40,17,0
49566,202201,168724,1,70000,1,56,200,1,4,0,0,1,0,40,0,13,0,1,1,27,52,4,0
49569,202201,168729,1,0,0,56,200,0,6,0,0,0,0,40,0,9,0,1,1,26,41,15,1
49570,202201,168736,1,0,0,33,210,0,4,0,0,1,0,30,1,16,0,1,1,14,30,3,1
49573,202201,168744,2,0,0,49,260,0,4,0,1,0,1,0,0,12,0,0,1,7,32,17,0
49579,202201,168751,2,85000,0,52,517,0,3,1,0,1,0,40,0,12,0,1,1,1,46,6,0
49585,202201,168764,1,128000,0,43,515,0,4,1,0,0,0,40,1,16,0,1,1,27,32,11,0
49595,202201,168791,1,65000,1,53,436,1,4,0,0,1,0,30,1,16,0,1,0,35,47,6,1
49609,202201,168810,1,280000,0,60,515,0,3,1,0,0,0,40,1,18,1,1,1,38,48,12,0
49617,202201,168832,2,23000,1,57,210,1,3,0,0,0,0,30,0,0,0,1,1,12,40,17,0
49618,202201,168839,2,79000,0,37,200,0,5,0,0,0,0,55,0,14,0,1,1,5,24,13,0
49627,202201,168850,1,25000,0,55,511,0,4,1,0,0,0,40,1,16,0,1,1,35,39,16,0
49634,202201,168860,1,2000,1,68,300,1,4,0,0,0,0,8,1,18,1,1,1,36,55,13,0
49652,202201,168871,1,96000,0,33,502,0,3,1,0,0,0,40,1,18,1,1,0,26,31,2,0
49662,202201,168883,4,30000,1,20,515,1,4,1,0,0,0,40,0,13,0,1,1,5,4,16,0
49668,202201,168893,2,180000,1,29,500,1,4,1,0,0,0,40,1,18,1,1,1,23,22,7,0
49670,202201,168906,1,0,0,49,300,0,5,0,0,1,0,2,1,18,1,1,1,23,40,9,1
49674,202201,168912,1,28000,1,61,200,1,5,0,0,1,0,40,0,8,0,1,1,28,44,17,0
49678,202201,168915,1,28000,0,62,200,0,4,0,0,0,0,40,0,12,0,1,1,27,46,16,0
49679,202201,168915,2,40000,1,55,200,1,5,0,0,0,0,40,0,12,0,1,1,23,40,15,0
49685,202201,168923,1,25000,1,50,210,1,1,0,0,0,0,40,0,11,0,1,1,28,44,6,0
49687,202201,168933,1,52000,0,57,200,0,1,0,0,0,0,50,0,12,0,1,1,35,45,12,0
49692,202201,168942,4,40000,0,28,522,0,4,0,0,1,0,40,0,14,0,1,1,15,20,8,0
49704,202201,168966,1,0,1,52,535,1,3,0,0,1,0,20,0,12,0,1,1,32,44,8,1
49713,202201,168981,3,50000,0,25,200,0,4,0,0,0,0,84,0,13,0,1,1,7,14,11,1
49716,202201,168993,1,44000,0,60,300,0,3,0,0,0,0,40,0,14,0,1,1,31,43,17,0
49721,202201,169002,1,687000,0,52,300,0,4,0,0,1,0,40,1,18,1,1,1,29,47,5,0
49725,202201,169004,6,35000,0,52,517,0,4,1,0,0,0,40,0,14,0,1,1,34,41,11,0
49729,202201,169010,1,200000,0,45,502,0,4,1,0,0,0,35,0,12,0,1,0,18,32,13,1
49753,202201,169053,2,105000,0,46,500,0,3,1,0,0,0,40,0,13,0,1,1,38,39,7,0
49756,202201,169060,1,85000,1,34,200,1,4,0,0,1,0,51,0,13,0,1,1,5,32,2,0
49760,202201,169068,2,4800,1,61,200,1,3,0,0,0,0,12,0,12,0,1,1,28,51,10,0
49764,202201,169073,3,80000,1,32,453,1,4,1,0,0,0,40,1,16,0,1,0,3,17,15,0
49765,202201,169073,4,50000,1,29,502,1,4,1,0,0,0,40,1,16,0,1,0,3,17,12,0
49766,202201,169074,1,120000,0,61,502,0,4,1,0,0,0,50,1,18,1,1,0,50,56,5,1
49768,202201,169079,1,15000,0,45,200,0,4,0,0,1,0,36,0,13,0,1,1,26,42,3,0
49772,202201,169086,1,65000,0,52,200,0,4,0,0,0,0,48,0,12,0,1,1,23,46,6,0
49773,202201,169086,2,45000,1,51,200,1,5,0,0,0,0,48,0,12,0,1,1,23,41,10,0
49778,202201,169096,1,57000,0,36,200,0,4,0,0,0,0,45,0,11,0,1,1,15,35,1,0
49779,202201,169096,6,50000,1,58,300,1,4,0,0,0,0,40,0,12,0,1,1,57,56,2,0
49784,202201,169103,1,32000,1,48,200,1,4,0,0,0,0,36,0,12,0,1,1,8,39,9,0
49787,202201,169109,3,90000,1,30,260,1,3,1,0,0,0,40,1,18,1,0,1,25,27,3,0
49790,202201,169118,1,55000,0,33,300,0,4,0,1,1,0,55,0,13,0,1,1,8,27,6,0
49800,202201,169136,2,75000,0,46,200,0,6,0,0,0,0,40,0,12,0,1,1,25,41,5,0
49809,202201,169151,1,22000,0,55,200,0,5,0,0,0,0,72,0,0,0,1,1,37,46,9,1
49810,202201,169151,2,40000,1,54,200,1,6,0,0,0,0,40,0,0,0,1,1,16,47,7,1
49827,202201,169189,1,36000,0,54,200,0,4,0,0,1,0,40,0,13,0,1,1,36,47,7,0
49831,202201,169191,4,100000,1,23,515,1,4,1,0,0,0,36,0,12,0,1,1,8,13,10,0
49842,202201,169215,2,45000,0,34,200,0,4,0,0,0,0,40,1,16,0,1,1,24,30,4,0
49855,202201,169251,1,50000,0,31,457,0,4,0,0,1,0,30,1,18,1,1,1,14,20,11,0
49857,202201,169253,4,8000,1,24,451,1,3,0,0,1,0,15,1,16,0,1,0,22,21,3,0
49880,202201,169286,1,101000,0,52,500,0,4,1,0,0,0,40,1,16,0,1,1,34,42,10,0
49884,202201,169295,1,135000,1,56,200,1,4,0,0,1,0,40,0,12,0,1,1,29,43,13,0
49889,202201,169302,1,200000,0,59,515,0,4,1,0,0,0,56,0,12,0,1,1,50,54,5,0
49896,202201,169310,1,75000,0,44,465,0,5,0,0,1,0,40,0,12,0,1,1,22,32,12,0
49897,202201,169310,2,37000,1,38,465,1,5,0,0,1,0,30,0,14,0,1,1,12,23,15,0
49900,202201,169312,1,19000,0,34,200,0,4,0,0,0,0,28,0,14,0,1,1,2,19,15,0
49903,202201,169322,2,70000,1,51,200,1,5,0,0,1,0,40,0,6,0,1,1,19,41,10,0
49918,202201,169343,2,43000,1,60,200,1,6,0,0,0,0,40,0,12,0,1,1,37,43,17,0
49925,202201,169360,1,0,1,47,502,1,3,1,0,0,0,20,0,14,0,1,0,28,35,12,1
49930,202201,169394,1,160000,0,45,500,0,4,1,0,0,0,45,1,16,0,1,1,36,37,8,0
49945,202201,169424,1,218000,1,62,150,1,3,0,0,1,0,50,1,18,1,1,1,17,57,5,0
49946,202201,169427,1,85000,0,55,541,0,3,0,0,1,0,40,0,13,0,1,1,47,46,9,1
49959,202201,169444,1,30000,1,55,200,1,4,0,0,1,0,35,0,12,0,1,1,27,38,17,0
49969,202201,169451,2,100000,0,36,200,0,4,0,0,0,0,50,0,12,0,1,1,10,33,3,0
49973,202201,169464,1,50000,0,60,200,0,4,0,0,0,0,25,0,0,0,1,1,26,46,14,0
49978,202201,169468,2,687000,0,43,522,0,4,0,0,1,0,40,1,16,0,1,1,42,42,1,0
49979,202201,169473,1,120000,0,59,502,0,6,1,0,0,0,8,1,16,0,1,0,52,52,7,0
49993,202201,169509,2,18500,0,64,200,0,5,0,0,0,0,44,0,7,0,1,1,35,49,15,0
50000,202201,169520,2,250000,0,57,500,0,4,1,0,0,0,60,1,20,1,1,1,39,47,10,0
50011,202201,169535,1,100000,0,37,500,0,4,1,0,0,0,40,1,20,1,1,1,19,24,13,0
50029,202201,169556,1,80000,0,50,500,0,4,1,0,0,0,40,0,12,0,1,1,29,36,14,0
50031,202201,169559,2,687000,0,29,516,0,3,1,0,0,0,40,0,13,0,0,0,2,14,15,0
50033,202201,169566,1,300000,0,43,500,0,4,1,0,0,0,50,1,18,1,1,1,17,33,10,0
50034,202201,169570,1,0,0,44,200,0,3,0,0,1,0,40,0,11,0,1,1,10,43,1,1
50036,202201,169571,1,0,0,64,522,0,4,0,0,1,0,4,1,18,1,1,1,57,56,8,1
50039,202201,169575,1,82000,0,46,502,0,4,1,0,0,0,40,1,16,0,1,0,25,34,12,0
50041,202201,169581,2,100000,0,46,200,0,4,0,0,0,0,40,0,12,0,1,1,9,41,5,0
50046,202201,169588,2,23000,1,45,200,1,4,0,0,0,0,40,0,14,0,1,1,7,29,16,0
50053,202201,169613,1,25200,0,26,456,0,3,0,0,1,0,30,0,12,0,1,0,24,23,3,0
50055,202201,169617,1,50000,0,43,200,0,4,0,0,1,0,48,0,0,0,1,1,17,32,11,0
50057,202201,169619,5,75000,0,30,300,0,4,0,0,1,0,40,1,16,0,1,1,2,17,13,0
50069,202201,169648,3,130000,1,65,200,1,3,0,0,1,0,40,1,16,0,1,1,21,62,3,0
50072,202201,169649,3,40000,1,27,500,1,5,1,0,0,0,40,1,16,0,1,1,26,26,1,0
50073,202201,169649,4,40400,1,24,500,1,5,1,0,0,0,40,1,16,0,1,1,3,10,14,0
50092,202201,169680,3,104000,0,26,500,0,4,1,0,0,0,40,1,16,0,1,1,12,20,6,0
50095,202201,169686,1,1300,1,23,200,1,5,0,0,0,0,40,0,14,0,1,1,8,17,6,0
50098,202201,169700,3,60000,0,43,512,0,4,1,0,0,0,40,0,13,0,1,1,36,41,2,0
50100,202201,169703,2,54000,1,57,200,1,4,0,0,0,0,66,0,0,0,1,1,34,56,1,0
50101,202201,169705,1,60000,1,33,517,1,4,1,0,0,0,40,1,16,0,1,1,16,32,1,0
50104,202201,169707,2,80000,1,53,513,1,5,1,0,0,0,40,0,12,0,1,1,22,47,6,0
50125,202201,169724,2,50000,0,30,200,0,4,0,0,0,0,40,1,16,0,1,1,14,16,14,0
50126,202201,169729,1,687000,0,59,500,0,4,1,0,0,0,60,1,18,1,1,1,37,44,15,0
50127,202201,169729,2,132000,1,56,522,1,4,0,0,1,0,40,1,18,1,1,1,14,39,17,0
50144,202201,169757,2,160000,1,44,200,1,4,0,0,1,0,40,1,16,0,1,1,23,42,2,0
50149,202201,169767,1,63000,0,26,421,0,4,1,0,0,0,40,1,16,0,1,0,8,13,13,0
50151,202201,169768,2,75000,1,53,500,1,5,1,0,0,0,40,0,14,0,1,1,26,36,17,0
50154,202201,169790,1,69000,1,51,500,1,4,1,0,0,0,40,1,16,0,1,1,31,35,16,0
50159,202201,169801,1,275000,0,36,502,0,4,1,0,0,0,7,1,16,0,1,0,15,20,16,0
50163,202201,169803,3,20700,1,22,426,1,4,0,0,1,0,8,0,13,0,1,0,1,18,4,0
50186,202201,169843,2,135000,1,39,300,1,4,0,0,0,0,50,1,20,1,1,1,26,28,11,0
50198,202201,169853,4,24000,1,24,502,1,4,1,0,0,0,40,1,16,0,1,0,8,23,1,0
50212,202201,169873,3,43000,1,38,515,1,3,1,0,0,0,40,0,14,0,1,1,17,21,17,0
50213,202201,169874,3,85000,0,42,515,0,5,1,0,0,0,40,0,12,0,1,1,22,27,15,0
50216,202201,169879,1,31200,1,57,200,1,5,0,0,0,0,39,0,0,0,1,1,49,48,9,0
50221,202201,169889,1,20000,0,44,210,0,5,0,0,0,0,40,0,12,0,1,1,5,27,17,0
50225,202201,169891,1,50000,1,49,500,1,4,1,0,0,0,40,1,18,1,1,1,32,38,11,0
50228,202201,169893,2,30000,0,53,200,0,4,0,0,0,0,40,0,13,0,1,1,25,44,9,0
50234,202201,169900,4,8000,1,23,516,1,5,1,0,0,0,36,1,16,0,0,0,15,20,3,0
50235,202201,169900,5,8500,1,23,516,1,4,1,0,0,0,20,0,13,0,0,0,13,19,4,0
50241,202201,169905,1,43000,1,52,511,1,6,1,0,0,0,40,0,14,0,1,1,34,38,14,0
50242,202201,169905,2,53000,0,54,500,0,5,1,0,0,0,40,1,16,0,1,1,35,38,16,0
50244,202201,169907,2,166000,1,34,512,1,4,1,0,0,0,45,1,16,0,1,1,8,29,5,0
50262,202201,169929,2,65000,1,45,200,1,6,0,0,0,0,60,0,12,0,1,1,22,44,1,0
50269,202201,169949,1,70000,0,39,522,0,3,0,0,1,0,40,1,20,1,1,1,17,36,3,0
50278,202201,169981,1,51000,1,51,200,1,4,0,0,0,0,40,0,12,0,1,1,24,47,4,0
50279,202201,169981,2,39900,0,51,200,0,4,0,0,0,0,32,0,12,0,1,1,0,42,9,0
50294,202201,170006,1,18000,0,57,465,0,4,0,0,1,0,40,0,12,0,1,1,25,41,16,0
50300,202201,170019,1,63000,0,63,200,0,5,0,0,0,0,40,0,0,0,1,1,27,48,15,0
50308,202201,170035,1,60000,0,44,200,0,4,0,0,0,0,40,0,14,0,1,1,14,28,16,0
50309,202201,170035,2,40000,1,42,200,1,4,0,0,0,0,40,0,12,0,1,1,20,31,11,0
50310,202201,170036,2,50000,0,49,300,0,6,0,0,0,0,60,0,12,0,1,1,15,48,1,0
50311,202201,170036,8,50000,1,30,300,1,4,0,0,0,0,40,0,12,0,1,1,11,29,1,0
50321,202201,170057,1,82000,0,27,515,0,3,1,0,0,0,40,1,16,0,1,1,7,14,13,0
50323,202201,170062,1,40000,1,57,200,1,5,0,0,0,0,40,0,12,0,1,1,34,41,16,0
50349,202201,170116,1,100000,1,49,515,1,3,1,0,0,0,40,1,16,0,1,1,49,48,1,0
50350,202201,170117,2,60000,1,53,210,1,5,0,0,0,0,40,0,13,0,1,1,35,43,10,0
50369,202201,170156,2,5500,1,24,515,1,4,1,0,0,0,16,0,13,0,1,1,7,15,9,0
50370,202201,170159,2,135000,0,53,501,0,3,1,0,0,0,40,1,16,0,1,0,35,47,6,0
50379,202201,170188,2,40000,1,50,537,1,3,0,0,1,0,40,0,12,0,1,1,47,46,4,0
50385,202201,170195,1,90000,0,34,500,0,6,1,0,0,0,40,0,12,0,1,1,21,30,4,0
50390,202201,170200,4,20000,0,37,200,0,4,0,0,0,0,40,0,13,0,1,1,18,35,2,0
50393,202201,170200,9,68000,1,44,200,1,5,0,0,0,0,40,0,13,0,1,1,18,38,6,0
50395,202201,170201,2,33000,1,46,210,1,6,0,0,0,0,40,0,12,0,1,1,10,33,13,0
50410,202201,170242,2,92000,0,48,200,0,4,0,0,0,0,40,0,12,0,1,1,16,45,3,0
50412,202201,170255,4,32000,1,58,200,1,4,0,0,0,0,40,1,18,1,1,1,38,44,14,0
50442,202201,170294,1,50000,0,51,500,0,4,1,0,0,0,12,1,16,0,1,1,30,34,17,0
50443,202201,170296,2,13400,1,65,200,1,3,0,0,0,0,16,0,9,0,1,1,65,64,1,0
50450,202201,170319,3,35000,0,43,210,0,4,0,0,0,0,35,0,13,0,1,1,8,28,15,0
50452,202201,170335,1,10000,0,53,210,0,5,0,0,0,0,21,0,13,0,1,1,21,43,10,0
50455,202201,170342,1,39000,0,47,200,0,3,0,0,0,0,40,0,12,0,1,1,17,40,7,0
50458,202201,170344,1,90000,1,31,465,1,4,0,0,1,0,75,1,20,1,1,1,14,20,11,0
50467,202201,170361,1,96000,1,46,200,1,4,0,0,1,0,40,0,14,0,1,1,26,36,10,0
50469,202201,170363,1,0,1,70,300,1,4,0,0,1,0,30,0,12,0,1,1,42,55,15,1
50470,202201,170363,3,12000,0,24,300,0,4,0,0,1,0,20,0,14,0,1,1,3,8,16,0
50478,202201,170380,1,60000,1,59,499,1,4,0,0,1,0,40,1,16,0,1,1,59,57,2,0
50481,202201,170383,2,48000,1,48,200,1,4,0,0,0,0,38,0,12,0,1,1,26,47,1,0
50507,202201,170445,2,60000,1,42,210,1,4,1,0,0,0,40,1,16,0,1,1,12,29,13,0
50513,202201,170448,2,114000,1,47,200,1,3,0,0,0,0,50,1,18,1,1,1,19,40,7,0
50520,202201,170453,1,65000,1,46,200,1,4,0,0,1,0,40,1,16,0,1,1,27,43,3,0
50522,202201,170458,1,70000,0,50,200,0,4,0,0,0,0,50,0,14,0,1,1,30,43,7,0
50525,202201,170464,3,4000,0,49,300,0,4,0,0,1,0,20,0,10,0,1,1,37,40,9,0
50529,202201,170470,2,100000,0,49,413,0,3,0,0,1,0,40,1,16,0,0,0,31,46,3,0
50534,202201,170475,1,104000,0,63,150,0,3,0,0,1,0,40,0,14,0,1,1,40,62,1,0
50549,202201,170503,2,60000,0,27,200,0,6,0,0,0,0,40,0,10,0,1,1,4,26,1,0
50569,202201,170542,1,150000,1,37,502,1,3,1,0,0,0,50,1,16,0,1,0,35,34,3,0
50574,202201,170551,3,37000,0,64,200,0,5,0,0,1,0,40,0,12,0,1,1,25,50,14,0
50577,202201,170554,2,24000,1,43,453,1,3,0,0,1,0,30,0,12,0,1,0,17,28,15,0
50578,202201,170558,1,19000,1,46,200,1,4,0,0,0,0,20,0,12,0,1,1,23,42,4,0
50579,202201,170558,2,39000,0,50,200,0,4,0,0,0,0,40,0,12,0,1,1,24,33,17,0
50580,202201,170565,3,0,0,53,200,0,5,0,0,1,1,0,0,11,0,1,1,20,38,15,0
50595,202201,170594,5,23000,0,56,200,0,6,0,0,0,0,40,0,6,0,1,1,22,39,17,0
50600,202201,170595,2,100000,0,52,200,0,3,0,0,0,0,55,1,16,0,1,1,33,37,15,0
50602,202201,170597,3,0,0,32,300,0,4,0,0,0,0,20,1,16,0,1,1,6,24,8,1
50605,202201,170606,1,0,1,36,532,1,5,0,0,1,0,40,1,16,0,1,1,28,32,4,1
50606,202201,170608,1,0,0,59,150,0,3,0,0,1,0,40,0,13,0,1,1,14,56,3,1
50617,202201,170618,3,56000,0,41,517,0,3,1,0,0,0,40,0,14,0,1,1,33,40,1,0
50618,202201,170618,4,31500,0,40,517,0,4,1,0,0,0,55,0,13,0,1,1,33,40,0,1
50626,202201,170641,4,40000,0,53,200,0,5,0,0,1,0,40,0,4,0,1,1,11,41,12,0
50628,202201,170646,2,50000,0,37,500,0,6,1,0,0,0,40,0,13,0,1,1,15,31,6,0
50630,202201,170649,3,70000,0,40,200,0,5,0,0,0,0,40,0,12,0,1,1,26,34,6,0
50632,202201,170657,7,32000,1,39,200,1,4,0,0,0,0,40,0,13,0,1,1,26,32,7,0
50638,202201,170669,1,105000,1,55,200,1,4,0,0,0,0,40,1,16,0,1,1,30,50,5,0
