,SAMPLE,SERIAL,PERNUM,wage,sex,age,bpl,hisp,speakeng,asian,black,white,unempl,typhrs,degr,edu,grad,opl,inclvl,natage,yrusa,ageimmig,selfemp
190820,202201,842124,4,10000,0,19,515,0,4,1,0,0,0,40,0,13,0,1,1,12,17,2,0
190824,202201,842129,1,140000,0,36,465,0,4,0,0,1,0,80,0,14,0,1,1,10,22,14,0
190831,202201,842153,1,110000,0,57,500,0,3,1,0,0,0,45,0,13,0,1,1,56,56,1,0
190836,202201,842171,1,60000,1,28,260,1,3,0,1,0,0,40,1,18,1,0,1,18,22,6,0
190851,202201,842188,1,165000,1,55,515,1,3,1,0,0,0,48,1,20,1,1,1,46,50,5,1
190855,202201,842192,1,13000,1,64,465,1,3,0,0,1,0,36,0,12,0,1,1,38,60,4,0
190860,202201,842200,1,50000,0,27,436,0,4,0,0,1,0,40,0,12,0,1,0,4,17,10,0
190866,202201,842216,1,0,0,51,434,0,3,0,0,1,0,30,1,18,1,1,0,22,51,0,1
190875,202201,842227,1,123000,0,49,515,0,4,1,0,0,0,40,1,16,0,1,1,29,37,12,0
190902,202201,842275,1,38000,1,67,434,1,5,0,0,1,0,60,0,10,0,1,0,50,58,9,1
190910,202201,842295,2,43300,1,53,502,1,5,1,0,0,0,40,0,12,0,1,0,28,41,12,0
190918,202201,842305,1,150000,0,28,455,0,4,0,0,1,0,40,1,18,1,1,0,2,17,11,0
190923,202201,842315,1,150000,0,33,436,0,3,0,0,1,0,45,1,16,0,1,0,15,31,2,0
190924,202201,842315,2,63000,1,32,260,1,4,0,0,1,0,35,1,18,1,0,1,11,26,6,0
190932,202201,842321,2,80000,0,36,210,0,4,0,0,0,0,40,1,16,0,1,1,35,35,1,0
190939,202201,842333,2,70000,0,31,455,0,4,0,0,1,0,50,0,12,0,1,0,7,20,11,0
190943,202201,842347,2,14400,1,39,300,1,4,0,0,0,1,40,0,12,0,1,1,2,27,12,0
190946,202201,842360,1,51000,1,35,300,1,4,0,0,0,0,35,0,13,0,1,1,15,23,12,0
190957,202201,842373,1,75000,1,46,502,1,3,1,0,0,0,40,1,16,0,1,0,12,40,6,0
190966,202201,842404,1,90000,0,40,260,0,3,0,1,0,0,40,1,16,0,0,1,14,29,11,0
190976,202201,842428,1,140000,0,38,502,0,3,1,0,0,0,40,1,18,1,1,0,32,37,1,0
190986,202201,842459,1,90000,1,44,455,1,4,0,0,1,0,35,1,18,1,1,0,27,39,5,0
190987,202201,842459,2,0,0,44,455,0,4,0,0,1,0,40,0,13,0,1,0,24,27,17,1
190992,202201,842466,3,80000,0,37,515,0,3,1,0,0,0,36,1,16,0,1,1,15,29,8,0
191007,202201,842490,3,0,0,34,455,0,4,0,0,1,0,40,1,18,1,1,0,11,17,17,1
191014,202201,842517,1,20000,1,69,434,1,4,0,0,1,0,25,0,9,0,1,0,49,54,15,0
191022,202201,842536,1,0,1,31,260,1,3,0,1,0,1,0,0,14,0,0,1,12,16,15,0
191040,202201,842561,1,120000,1,39,502,1,3,1,0,0,0,40,1,18,1,1,0,38,38,1,1
191042,202201,842562,2,55000,0,30,500,0,4,1,0,0,0,40,1,16,0,1,1,6,15,15,0
191050,202201,842589,1,300000,0,60,300,0,5,0,0,1,0,60,0,13,0,1,1,12,50,10,0
191052,202201,842594,2,18800,1,28,300,1,4,0,0,1,0,32,1,16,0,1,1,19,22,6,0
191056,202201,842595,5,50000,1,45,210,1,5,0,0,0,0,40,0,4,0,1,1,20,28,17,0
191059,202201,842595,8,30000,0,35,300,0,5,0,0,0,0,40,0,0,0,1,1,13,30,5,0
191061,202201,842609,2,50000,1,37,436,1,4,0,0,1,0,40,1,16,0,1,0,1,28,9,0
191075,202201,842640,4,29200,0,27,300,0,4,0,0,1,0,40,1,16,0,1,1,4,20,7,0
191076,202201,842640,6,172000,1,58,200,1,4,0,0,1,0,55,0,12,0,1,1,29,50,8,0
191081,202201,842656,1,365000,0,45,515,0,3,1,0,0,0,40,1,18,1,1,1,27,35,10,0
191104,202201,842700,1,28200,0,58,210,0,5,0,0,1,0,40,0,12,0,1,1,26,41,17,0
191109,202201,842716,1,18000,1,35,260,1,4,0,0,0,0,37,0,13,0,0,1,17,26,9,0
191117,202201,842742,1,170000,0,47,502,0,3,1,0,0,0,50,1,16,0,1,0,15,40,7,0
191124,202201,842763,1,30000,0,40,200,0,4,0,0,1,0,60,0,12,0,1,1,21,26,14,0
191125,202201,842765,2,150000,1,54,260,1,3,0,1,0,0,40,1,16,0,0,1,22,52,2,1
191142,202201,842824,2,32000,0,39,455,0,5,0,0,1,0,40,0,0,0,1,0,17,22,17,1
191148,202201,842833,4,40000,1,25,260,1,4,0,1,1,0,40,1,16,0,0,1,6,11,14,0
191149,202201,842859,1,185000,1,42,500,1,4,1,0,0,0,60,1,18,1,1,1,25,36,6,0
191152,202201,842864,1,135000,0,30,500,0,4,1,0,0,0,50,1,16,0,1,1,11,20,10,0
191170,202201,842897,1,75000,1,50,434,1,3,0,0,1,0,40,1,16,0,1,0,30,48,2,0
191172,202201,842899,1,30000,1,24,250,1,4,0,0,1,0,40,0,12,0,1,1,4,15,9,1
191180,202201,842923,1,40000,1,63,260,1,3,0,1,0,0,40,0,13,0,0,1,52,61,2,0
191183,202201,842932,1,62000,1,50,260,1,3,0,1,0,0,40,0,12,0,0,1,14,33,17,0
191186,202201,842935,2,0,0,64,300,0,5,0,0,1,0,32,1,18,1,1,1,43,53,11,1
191201,202201,842972,2,101000,1,31,455,1,4,0,0,1,0,36,1,18,1,1,0,12,25,6,0
191208,202201,842988,1,110000,0,45,250,0,4,0,0,1,0,50,1,16,0,1,1,24,28,17,0
191218,202201,843020,1,162000,0,58,434,0,4,0,0,1,0,50,0,12,0,1,0,35,51,7,0
191220,202201,843024,1,55000,0,61,453,0,3,0,0,1,0,39,1,16,0,1,0,60,59,2,0
191233,202201,843050,2,140000,0,52,534,0,3,0,0,1,0,40,1,16,0,1,0,47,46,6,0
191234,202201,843051,2,84000,0,44,502,0,3,1,0,0,0,40,1,16,0,1,0,36,41,3,0
191235,202201,843052,2,70000,1,26,500,1,3,1,0,0,0,50,1,18,1,1,1,25,25,1,0
191236,202201,843052,3,16600,1,23,500,1,3,1,0,0,0,40,1,16,0,1,1,22,21,2,0
191257,202201,843104,1,120000,1,34,515,1,4,1,0,0,0,40,1,18,1,1,1,16,20,14,0
191258,202201,843104,2,90000,0,28,515,0,4,1,0,0,0,40,1,16,0,1,1,12,17,11,0
191269,202201,843120,2,20400,0,22,260,0,4,0,0,0,0,40,0,13,0,0,1,6,17,5,0
191270,202201,843120,3,7800,0,21,260,0,4,0,0,0,0,18,0,13,0,0,1,6,17,4,0
191276,202201,843126,2,20000,0,35,515,0,4,1,0,0,0,35,0,13,0,1,1,22,29,6,0
191291,202201,843152,1,140000,1,54,534,1,4,0,0,1,0,45,1,16,0,1,0,36,37,17,0
191294,202201,843154,4,0,0,24,411,0,3,0,0,1,0,8,0,12,0,0,0,7,21,3,1
191305,202201,843202,1,226000,0,37,465,0,4,0,0,1,0,60,1,18,1,1,1,6,23,14,1
191318,202201,843220,3,100000,0,38,515,0,5,1,0,0,0,45,1,16,0,1,1,22,28,10,0
191319,202201,843220,4,138000,0,36,515,0,4,1,0,0,0,40,0,14,0,1,1,22,28,8,0
191320,202201,843220,5,84000,1,33,515,1,4,1,0,0,0,40,1,16,0,1,1,22,28,5,0
191327,202201,843235,1,60000,1,25,433,1,4,0,0,1,0,35,1,20,1,1,0,13,23,2,0
191341,202201,843275,8,98000,0,65,453,0,3,0,0,1,0,40,0,12,0,1,0,63,63,2,0
191348,202201,843294,1,20000,1,64,434,1,5,0,0,1,0,35,0,12,0,1,0,47,50,14,0
191355,202201,843316,1,42000,1,43,455,1,3,0,0,1,0,42,0,14,0,1,0,18,28,15,0
191367,202201,843331,1,78000,1,44,502,1,3,1,0,0,0,40,1,18,1,1,0,23,35,9,0
191368,202201,843334,1,65000,1,50,438,1,4,0,0,1,0,40,0,14,0,1,0,40,48,2,0
191374,202201,843346,2,100000,0,40,436,0,4,0,0,1,0,60,0,12,0,1,0,10,32,8,0
191384,202201,843372,2,40000,1,57,260,1,3,0,0,1,0,45,0,12,0,0,1,58,42,15,0
191399,202201,843401,2,15000,1,49,465,1,4,0,0,1,0,20,1,16,0,1,1,41,40,9,0
191403,202201,843409,1,89000,1,31,502,1,3,1,0,0,0,38,1,16,0,1,0,32,31,0,0
191415,202201,843434,1,67000,1,51,410,1,3,0,1,1,0,45,1,16,0,0,0,29,36,15,0
191417,202201,843438,1,170000,0,68,434,0,4,0,0,1,0,24,0,14,0,1,0,44,52,16,0
191420,202201,843449,1,30000,0,35,436,0,4,0,0,1,1,40,0,12,0,1,0,17,28,7,0
191425,202201,843465,1,180000,1,50,502,1,5,1,0,0,0,40,1,16,0,1,0,30,38,12,0
191443,202201,843517,1,90000,1,79,260,1,4,0,1,0,0,40,0,14,0,0,1,48,62,17,0
191465,202201,843565,2,50000,0,60,515,0,4,1,0,0,0,40,0,13,0,1,1,42,47,13,0
191470,202201,843570,2,19000,1,44,250,1,1,0,0,0,0,40,0,12,0,1,1,34,34,10,0
191471,202201,843571,1,200000,0,38,502,0,4,1,0,0,0,40,1,18,1,1,0,13,24,14,0
191476,202201,843574,1,67000,1,52,500,1,4,1,0,0,0,35,1,16,0,1,1,47,49,3,0
191477,202201,843575,1,100000,0,58,500,0,5,1,0,0,0,40,0,13,0,1,1,40,42,16,0
191481,202201,843587,3,0,1,69,300,1,3,0,0,1,1,0,0,12,0,1,1,55,60,9,0
191494,202201,843616,2,225000,1,52,300,1,4,0,0,1,0,30,1,16,0,1,1,35,48,4,0
191495,202201,843618,1,150000,0,49,425,0,3,1,0,0,0,50,1,16,0,1,0,11,40,9,0
191501,202201,843635,1,40000,0,30,260,0,4,0,1,0,0,40,1,16,0,0,1,7,16,14,0
191508,202201,843648,1,375000,1,42,260,1,3,0,1,0,0,68,1,18,1,0,1,20,37,5,0
191511,202201,843655,3,28000,1,25,300,1,4,0,0,0,0,40,0,13,0,1,1,3,19,6,0
191513,202201,843658,2,40000,0,31,300,0,4,0,0,1,0,40,0,13,0,1,1,13,22,9,0
191515,202201,843664,1,39000,1,28,210,1,3,0,0,0,0,40,0,14,0,1,1,28,27,1,0
191516,202201,843664,2,90000,0,25,200,0,4,0,0,1,0,50,1,16,0,1,1,6,19,6,0
191522,202201,843678,2,16000,0,25,300,0,5,0,0,1,0,40,0,12,0,1,1,6,11,14,0
191527,202201,843688,2,40000,0,34,260,0,3,0,1,0,0,40,0,13,0,0,1,1,27,7,0
191532,202201,843708,1,128000,0,44,260,0,4,0,1,0,0,40,1,18,1,0,1,26,34,10,0
191537,202201,843717,1,50000,1,61,210,1,4,0,0,0,0,40,0,13,0,1,1,43,52,9,0
191540,202201,843727,2,191000,0,64,436,0,5,0,0,1,1,40,0,12,0,1,0,47,52,12,1
191543,202201,843732,1,123000,1,34,260,1,4,0,0,0,0,40,1,16,0,0,1,16,28,6,0
191546,202201,843743,6,4000,1,20,260,1,5,0,1,0,0,13,0,12,0,0,1,6,5,15,0
191548,202201,843748,1,110000,1,52,260,1,4,0,0,0,0,7,1,18,1,0,1,26,50,2,0
191549,202201,843759,1,90000,0,53,461,0,4,0,0,1,0,40,1,16,0,1,0,35,41,12,0
191554,202201,843771,3,150000,1,52,500,1,5,1,0,0,0,40,1,20,1,1,1,20,36,16,0
191555,202201,843771,4,24000,0,57,500,0,4,1,0,0,0,40,0,9,0,1,1,9,45,12,0
191561,202201,843778,1,5000,1,74,434,1,5,0,0,1,1,5,1,16,0,1,0,64,64,10,0
191562,202201,843781,2,0,0,33,260,0,4,0,1,1,1,0,0,14,0,0,1,18,27,6,0
191570,202201,843801,1,15300,1,67,250,1,4,0,0,1,0,20,0,12,0,1,1,47,62,5,0
191580,202201,843816,2,0,1,35,260,1,5,0,0,0,0,35,0,13,0,0,1,6,28,7,1
191588,202201,843823,2,50000,0,46,300,0,4,0,0,0,0,40,0,12,0,1,1,27,31,15,1
191595,202201,843835,1,100000,0,57,500,0,4,1,0,0,0,40,1,16,0,1,1,39,43,14,0
191599,202201,843849,2,708000,0,36,413,0,3,1,0,0,0,50,1,18,1,0,0,26,26,10,0
191600,202201,843851,1,0,0,53,410,0,3,1,0,0,0,40,0,13,0,0,0,14,37,16,1
191602,202201,843858,2,50000,1,63,210,1,4,0,0,1,0,40,0,13,0,1,1,35,46,17,0
191603,202201,843863,1,52000,0,76,434,0,4,0,0,1,0,45,0,10,0,1,0,56,67,9,0
191609,202201,843875,1,320000,1,46,452,1,3,0,0,1,0,50,1,18,1,1,1,22,30,16,0
191619,202201,843904,2,21000,1,63,260,1,3,0,1,0,0,40,0,0,0,0,1,17,46,17,0
191620,202201,843904,5,35000,1,63,260,1,3,0,0,1,0,40,0,0,0,0,1,32,46,17,0
191621,202201,843904,6,35000,1,63,260,1,4,0,0,1,0,40,0,6,0,0,1,32,46,17,0
191627,202201,843917,3,250000,0,61,260,0,3,0,1,0,0,40,0,10,0,0,1,45,44,17,0
191630,202201,843918,1,30300,1,32,300,1,3,0,0,0,0,25,0,12,0,1,1,32,31,1,1
191645,202201,843944,1,200000,1,40,502,1,4,1,0,0,0,60,1,18,1,1,0,21,36,4,0
191672,202201,843988,4,17500,1,30,260,1,4,0,0,0,0,35,1,16,0,0,1,17,20,10,0
191679,202201,844000,1,65000,0,30,260,0,3,0,1,0,0,45,1,16,0,0,1,25,25,5,0
191680,202201,844003,1,43000,1,61,260,1,3,0,1,0,0,45,0,14,0,0,1,40,47,14,0
191685,202201,844016,1,708000,1,46,502,1,4,1,0,0,0,60,1,18,1,1,0,24,32,14,0
191686,202201,844016,2,120000,0,38,502,0,4,1,0,0,0,60,1,16,0,1,0,23,32,6,0
191689,202201,844018,1,70000,0,33,260,0,3,0,1,0,0,60,1,16,0,0,1,15,23,10,0
191714,202201,844069,1,112000,0,66,300,0,4,0,0,0,0,45,1,16,0,1,1,43,63,3,0
191717,202201,844071,3,20000,1,23,260,1,4,0,1,0,0,24,0,12,0,0,1,5,17,6,0
191736,202201,844091,3,140000,0,25,500,0,4,1,0,0,0,40,1,16,0,1,1,10,20,5,0
191764,202201,844162,2,20000,1,40,260,1,4,0,0,0,0,40,1,18,1,0,1,17,31,9,0
191774,202201,844190,1,100000,0,36,436,0,4,0,0,1,0,40,0,12,0,1,0,22,35,1,0
191777,202201,844191,2,70000,0,56,515,0,3,1,0,0,0,48,1,16,0,1,1,41,40,16,0
191780,202201,844194,1,100000,0,36,502,0,3,1,0,0,0,50,1,16,0,1,0,16,27,9,0
191818,202201,844306,2,50000,0,36,515,0,4,1,0,0,0,40,0,12,0,1,1,22,30,6,0
191819,202201,844313,2,72000,1,32,515,1,3,1,0,0,0,40,1,18,1,1,1,19,24,8,0
191823,202201,844326,1,0,0,54,300,0,5,0,0,0,1,0,0,12,0,1,1,28,49,5,0
191828,202201,844335,3,0,0,48,260,0,4,0,1,0,0,16,0,14,0,0,1,30,37,11,1
191829,202201,844335,4,38000,1,46,260,1,4,0,1,0,0,40,0,12,0,0,1,30,37,9,0
191840,202201,844357,2,708000,0,64,500,0,3,1,0,0,0,55,1,20,1,1,1,52,59,5,0
191843,202201,844374,1,72000,0,38,260,0,4,0,0,0,0,35,1,18,1,0,1,16,27,11,0
191848,202201,844389,3,59000,1,28,515,1,4,1,0,0,0,40,1,18,1,1,1,9,18,10,0
191858,202201,844406,1,52000,1,57,260,1,3,0,0,1,0,40,0,14,0,0,1,35,46,11,0
191859,202201,844413,2,15000,0,35,536,0,5,0,0,1,0,40,0,12,0,1,0,4,32,3,1
191860,202201,844416,1,150000,1,28,500,1,3,1,0,0,0,40,1,16,0,1,1,10,17,11,0
191866,202201,844433,1,100000,1,44,522,1,4,1,0,1,0,28,1,18,1,1,1,31,38,6,0
191879,202201,844498,1,90000,1,39,436,1,4,0,0,1,0,40,0,12,0,1,0,4,23,16,0
191887,202201,844515,2,20400,1,19,260,1,4,0,0,0,0,40,0,13,0,0,1,3,11,8,0
191890,202201,844524,1,64000,0,27,534,0,4,0,0,1,0,65,1,18,1,1,0,6,12,15,0
191891,202201,844524,2,110000,0,27,534,0,4,0,0,1,0,40,1,16,0,1,0,6,16,11,0
191893,202201,844526,1,105000,0,53,500,0,4,1,0,0,0,50,0,12,0,1,1,42,41,12,1
191897,202201,844540,2,100000,0,43,515,0,4,1,0,0,0,40,1,16,0,1,1,20,30,13,0
191909,202201,844566,3,63000,0,24,300,0,4,0,0,0,0,40,1,16,0,1,1,23,22,2,0
191910,202201,844566,5,30000,1,22,300,1,5,0,0,0,0,40,0,12,0,1,1,4,11,11,0
191912,202201,844580,1,125000,0,40,300,0,4,0,0,1,0,40,1,16,0,1,1,18,23,17,0
191922,202201,844597,1,195000,1,48,453,1,3,0,0,1,0,40,1,16,0,1,0,37,43,5,0
191941,202201,844647,1,708000,0,47,456,0,3,0,0,1,0,50,0,13,0,1,0,29,43,4,0
191944,202201,844653,1,65000,1,41,260,1,4,0,1,0,0,35,1,16,0,0,1,12,33,8,0
191949,202201,844668,3,11000,1,20,542,1,4,0,0,1,1,20,0,12,0,1,1,12,12,8,0
191960,202201,844698,1,68000,0,40,300,0,4,0,0,1,0,40,0,13,0,1,1,26,25,15,0
191963,202201,844716,1,125000,0,37,430,0,4,0,0,1,0,35,1,16,0,1,1,21,34,3,0
191981,202201,844760,3,0,1,18,260,1,4,0,1,0,1,0,0,12,0,0,1,2,14,4,0
191982,202201,844763,2,30000,0,44,534,0,4,0,0,1,0,39,1,16,0,1,0,31,35,9,0
191983,202201,844765,1,0,0,61,453,0,3,0,0,1,0,14,1,16,0,1,0,39,59,2,1
191986,202201,844776,1,58000,0,61,250,0,4,0,0,0,0,40,0,12,0,1,1,38,53,8,0
192005,202201,844825,3,40000,0,24,300,0,4,0,0,1,0,7,1,16,0,1,1,3,21,3,0
192010,202201,844835,3,18500,1,25,300,1,3,0,0,0,0,37,0,12,0,1,1,8,13,12,0
192011,202201,844835,4,4000,0,20,300,0,3,0,0,0,0,20,0,12,0,1,1,8,13,7,0
192031,202201,844871,3,12000,0,19,300,0,4,0,0,0,0,35,0,12,0,1,1,10,9,10,0
192032,202201,844873,1,225000,1,36,300,1,4,0,0,1,0,45,1,16,0,1,1,15,22,14,0
192033,202201,844877,1,92000,0,43,250,0,4,0,0,1,0,7,1,16,0,1,1,42,41,2,0
192051,202201,844911,1,3400,1,84,465,1,4,0,0,1,0,1,0,13,0,1,1,59,82,2,0
192053,202201,844912,2,115000,1,40,515,1,3,1,0,0,0,55,1,16,0,1,1,18,28,12,0
192061,202201,844931,2,68000,0,50,260,0,4,0,1,0,0,40,0,13,0,0,1,27,36,14,0
192062,202201,844933,1,13000,1,51,410,1,4,0,0,1,0,29,0,12,0,0,0,20,46,5,0
192065,202201,844940,2,40000,1,33,250,1,4,0,0,0,0,40,1,16,0,1,1,10,22,11,0
192104,202201,845012,1,88000,0,30,260,0,4,0,1,1,0,8,1,18,1,0,1,12,21,9,0
192108,202201,845018,2,28000,1,50,426,1,4,0,0,1,0,24,1,16,0,1,0,20,41,9,0
192117,202201,845049,1,0,0,65,200,0,4,0,0,0,0,20,0,12,0,1,1,45,61,4,1
192128,202201,845068,4,41000,1,22,200,1,4,0,0,0,0,40,0,12,0,1,1,0,6,16,0
192165,202201,845159,2,60000,1,43,260,1,3,0,1,0,0,40,1,18,1,0,1,1,31,12,0
192171,202201,845170,2,130000,0,55,436,0,4,0,0,1,0,40,0,12,0,1,0,18,38,17,0
192172,202201,845172,1,90000,1,27,500,1,3,1,0,0,0,65,1,16,0,1,1,26,25,2,0
192175,202201,845178,1,40000,0,58,500,0,4,1,0,0,0,40,1,16,0,1,1,44,48,10,0
192203,202201,845245,7,20300,1,48,200,1,5,0,0,0,0,40,0,12,0,1,1,29,36,12,0
192210,202201,845264,1,24000,0,38,300,0,3,0,1,0,0,38,0,12,0,1,1,26,32,6,0
192212,202201,845273,2,70000,0,32,300,0,4,0,0,1,0,8,1,18,1,1,1,5,16,16,0
192224,202201,845307,1,21000,0,49,300,0,4,0,0,1,0,33,0,11,0,1,1,24,32,17,0
192229,202201,845319,1,73000,1,46,455,1,4,0,0,1,0,35,1,18,1,1,0,23,37,9,0
192254,202201,845377,6,20000,0,23,210,0,5,0,0,0,0,40,0,12,0,1,1,1,6,17,0
192256,202201,845378,2,20000,1,32,300,1,4,0,0,0,0,40,0,14,0,1,1,4,25,7,0
192276,202201,845425,2,51000,0,41,455,0,4,0,0,1,0,50,0,14,0,1,0,17,27,14,0
192283,202201,845445,3,12000,0,20,260,0,4,0,1,1,0,20,0,12,0,0,1,6,11,9,0
192284,202201,845452,1,65000,1,61,260,1,3,0,1,0,0,47,1,18,1,0,1,40,47,14,0
192292,202201,845472,2,76000,1,48,260,1,3,0,1,0,0,40,1,18,1,0,1,22,35,13,0
192298,202201,845484,2,0,1,58,516,1,3,1,0,0,0,10,0,13,0,0,0,44,45,13,1
192313,202201,845536,1,38000,0,42,515,0,4,1,0,0,0,40,0,14,0,1,1,24,29,13,0
192321,202201,845555,5,30000,0,26,260,0,5,0,0,0,0,40,0,0,0,0,1,8,12,14,0
192333,202201,845588,1,150000,0,36,465,0,4,1,0,0,0,50,1,16,0,1,1,6,23,13,0
192354,202201,845638,2,80000,1,46,260,1,4,0,0,1,0,50,1,16,0,0,1,23,34,12,0
192359,202201,845645,4,48000,1,39,500,1,4,1,0,0,0,8,1,16,0,1,1,17,31,8,0
192360,202201,845655,2,80000,0,53,436,0,3,0,0,1,0,65,0,0,0,1,0,31,39,14,0
192363,202201,845670,1,30000,0,63,434,0,3,0,0,1,0,45,0,12,0,1,0,48,51,12,0
192369,202201,845693,1,6700,1,38,300,1,6,0,0,0,0,40,0,13,0,1,1,17,23,15,0
192378,202201,845704,3,140,0,29,300,0,4,0,0,1,0,10,0,14,0,1,1,12,15,14,0
192385,202201,845715,1,100000,0,41,465,0,4,0,0,1,0,40,1,16,0,1,1,21,25,16,0
192388,202201,845716,3,20000,0,25,465,0,3,0,0,1,0,20,0,14,0,1,1,24,23,2,0
192389,202201,845719,2,85000,0,43,300,0,3,0,0,1,0,40,0,13,0,1,1,27,36,7,0
192391,202201,845724,3,52000,0,32,465,0,3,0,0,1,0,50,1,16,0,1,1,20,23,9,0
192392,202201,845725,1,90000,1,47,260,1,3,0,1,0,0,36,1,16,0,0,1,26,43,4,0
192401,202201,845732,4,24000,1,61,260,1,1,0,0,0,0,40,0,12,0,0,1,38,53,8,0
192409,202201,845756,1,30000,0,31,300,0,5,0,0,0,0,55,0,12,0,1,1,4,15,16,1
192418,202201,845774,2,10000,1,25,515,1,4,1,0,0,0,16,0,12,0,1,1,8,12,13,0
192424,202201,845794,1,50000,1,29,540,1,4,1,0,0,0,35,1,18,1,1,0,12,19,10,0
192433,202201,845803,2,83000,1,30,515,1,5,1,0,0,0,40,0,12,0,1,1,7,14,16,0
192436,202201,845826,1,0,1,32,534,1,4,0,0,1,0,20,1,18,1,1,0,16,22,10,1
192437,202201,845827,1,38000,1,60,260,1,4,0,0,0,0,40,0,13,0,0,1,22,58,2,0
192444,202201,845846,1,48000,1,25,465,1,4,0,0,1,0,40,1,18,1,1,1,16,21,4,0
192447,202201,845855,1,84000,0,48,434,0,4,0,0,1,0,40,1,18,1,1,0,20,31,17,1
192460,202201,845888,2,30000,0,51,260,0,5,0,0,0,0,40,0,9,0,0,1,21,39,12,0
192463,202201,845895,1,118000,1,49,300,1,4,0,0,0,0,40,0,14,0,1,1,18,36,13,0
192467,202201,845900,3,6000,0,21,542,0,5,0,0,1,0,25,0,12,0,1,1,0,4,17,0
192474,202201,845931,2,36000,1,76,453,1,3,0,0,1,0,40,0,13,0,1,0,59,70,6,0
192480,202201,845955,1,64000,0,30,260,0,4,0,0,0,0,35,1,16,0,0,1,8,15,15,0
192486,202201,845992,1,80000,1,37,465,1,4,0,0,1,0,99,1,18,1,1,1,22,27,10,0
192487,202201,845992,2,50000,0,33,465,0,4,0,0,1,0,25,0,13,0,1,1,22,29,4,0
192490,202201,845999,2,130000,1,36,465,1,3,0,0,1,0,25,1,18,1,1,1,10,21,15,1
192493,202201,846017,1,18200,1,62,537,1,3,0,0,1,0,25,0,12,0,1,1,46,51,11,0
192499,202201,846037,1,110000,0,31,465,0,4,0,0,1,0,40,1,16,0,1,1,21,26,5,0
192501,202201,846050,1,42000,0,58,404,0,5,0,0,1,0,50,1,16,0,1,0,23,55,3,0
192523,202201,846105,2,330000,1,38,502,1,4,1,0,0,0,40,1,18,1,1,0,16,30,8,0
192551,202201,846169,1,0,0,38,542,0,5,0,0,1,0,60,0,12,0,1,1,22,22,16,1
192557,202201,846179,1,91000,0,53,500,0,4,1,0,0,0,44,1,16,0,1,1,13,38,15,0
192569,202201,846218,2,80000,0,63,433,0,3,0,0,1,0,40,0,13,0,1,0,44,55,8,0
192576,202201,846221,4,27600,1,26,540,1,4,1,0,0,0,35,0,14,0,1,0,4,12,14,0
192579,202201,846224,1,212000,1,51,502,1,3,1,0,0,0,50,1,16,0,1,0,44,50,1,0
192583,202201,846240,2,60000,1,34,465,1,3,0,0,1,0,40,0,10,0,1,1,11,20,14,0
192609,202201,846293,2,87000,1,27,500,1,4,1,0,0,0,40,1,16,0,1,1,18,17,10,0
192616,202201,846311,2,65000,1,30,260,1,4,0,0,1,0,40,0,14,0,0,1,20,20,10,0
192620,202201,846316,1,15000,1,62,260,1,3,0,1,1,0,15,0,12,0,0,1,16,57,5,0
192624,202201,846319,1,39000,1,42,300,1,4,0,0,0,0,40,0,12,0,1,1,18,33,9,1
192630,202201,846327,2,30000,1,28,433,1,4,0,0,1,0,40,0,14,0,1,0,25,24,4,0
192631,202201,846339,1,40300,1,71,453,1,3,0,1,1,0,38,0,13,0,1,0,54,65,6,0
192635,202201,846358,2,175000,1,52,515,1,3,1,0,0,0,60,1,16,0,1,1,12,35,17,0
192637,202201,846362,2,105000,1,30,465,1,4,0,0,0,0,40,1,18,1,1,1,17,28,2,0
192644,202201,846376,1,22000,0,27,200,0,6,0,0,1,0,70,1,16,0,1,1,12,16,11,0
192648,202201,846389,1,28000,0,30,300,0,4,0,0,1,1,40,0,12,0,1,1,0,22,8,0
192659,202201,846418,2,47000,0,26,300,0,4,0,0,0,0,40,1,16,0,1,1,22,21,5,0
192661,202201,846427,1,100000,1,42,421,1,3,1,0,0,0,40,1,16,0,1,0,30,33,9,0
192698,202201,846507,1,0,1,31,540,1,3,1,0,0,0,35,1,18,1,1,0,20,26,5,1
192699,202201,846524,2,80000,1,27,210,1,4,0,0,1,0,50,0,12,0,1,1,4,20,7,0
192725,202201,846579,1,0,0,38,599,0,4,0,0,1,0,50,0,12,0,1,1,32,31,7,1
192726,202201,846580,1,80000,1,41,455,1,4,0,0,1,0,37,1,16,0,1,0,23,29,12,0
192736,202201,846600,6,2100,0,27,260,0,1,0,0,1,1,13,0,12,0,0,1,0,18,9,0
192737,202201,846605,1,120000,0,56,410,0,3,0,0,1,0,45,1,16,0,0,0,22,55,1,0
192739,202201,846607,1,157000,1,47,455,1,3,0,0,1,0,50,1,16,0,1,0,34,41,6,0
192740,202201,846608,1,45000,0,39,260,0,3,0,1,0,0,35,1,16,0,0,1,18,23,16,0
192745,202201,846619,2,100000,0,61,438,0,4,0,0,1,0,50,1,18,1,1,0,57,59,2,0
192749,202201,846623,4,40000,0,32,300,0,5,0,0,1,0,40,0,12,0,1,1,19,25,7,0
192759,202201,846655,1,12000,0,68,500,0,4,1,0,0,0,40,0,12,0,1,1,60,60,8,0
192772,202201,846692,1,1000,1,37,300,1,5,0,0,1,0,45,0,12,0,1,1,9,26,11,1
